Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
GOTU,Gaotu Techedu Inc.,1.4,11.11111111,0.14,Buy,3079122,4310770.8,362625537,9.12382332,0.1432,9015,Commercial Services
OCGN,"Ocugen, Inc.",1.61,5.92105263,0.09,Neutral,4777120,7691163.2,352407891,,-0.3522,56,Health Technology
ARDX,"Ardelyx, Inc.",1.85,5.71428571,0.1,Buy,7811932,14452074.2,346800339,,-0.8525,86,Health Technology
HRTX,"Heron Therapeutics, Inc.",2.76,2.98507463,0.08,Sell,2247370,6202741.2,328131217,,-2.0869,302,Health Technology
BBBY,Bed Bath & Beyond Inc.,3.6,1.69491525,0.06,Neutral,11313169,40727408.4,289305690,,-13.6563,32000,Retail Trade
RAD,Rite Aid Corporation,5.11,0.19607843,0.01,Sell,2337268,11943439.48,288896157.00000006,,-15.9438,53000,Retail Trade
VLDR,"Velodyne Lidar, Inc.",1.16,8.41121495,0.09,Buy,3318819,3849830.04,275604830,,-0.855,407,Electronic Technology
PRCH,"Porch Group, Inc.",2.28,2.24215247,0.05,Buy,1634682,3727074.96,229264372,,-1.446,1700,Technology Services
AMTD,AMTD IDEA Group,1.89,-3.57142857,-0.07,Sell,421692,796997.88,227859043.7305,1.41485599,1.3853,39,Finance
CZOO,Cazoo Group Ltd,0.2812,-3.59958862,-0.0105,Strong Sell,792439,222833.8468,214615939,,,3822,Retail Trade
ARVL,Arrival,0.33,0.24301337,0.0008,Sell,6810855,2247582.15,210631813.99999997,,,2695,Consumer Durables
ZOM,Zomedica Corp.,0.2041,0.44291339,0.0009,Sell,3101486,633013.2926,200007733.00000003,,-0.0179,47,Health Technology
FNGR,"FingerMotion, Inc.",4.34,0.46296296,0.02,Neutral,203906,884952.04,186000521.99999997,,-0.1304,68,Technology Services
VXRT,"Vaxart, Inc. - Common Stock",1.3,11.11111111,0.13,Sell,3840656,4992852.8,170623822.99999997,,-0.8288,125,Health Technology
CENN,Cenntro Electric Group Limited,0.6475,2.77777778,0.0175,Sell,2410513,1560807.1675,169196736,,,213,Consumer Durables
REAL,"The RealReal, Inc.",1.71,6.21118012,0.1,Buy,3551898,6073745.58,167692488.99999997,,-2.2266,3355,Retail Trade
TCRT,"Alaunos Therapeutics, Inc.",0.68,6.80069106,0.0433,Sell,2971029,2020299.72,163479323,,-0.1878,41,Health Technology
VRM,"Vroom, Inc.",1.16,-1.69491525,-0.02,Sell,2459015,2852457.4,160281158,,-4.4133,1807,Retail Trade
BBIG,"Vinco Ventures, Inc.",0.6825,1.0661928,0.0072,Sell,3242024,2212681.38,159118738,,-15.2611,46,Producer Manufacturing
EPIX,ESSA Pharma Inc.,3.6,-4,-0.15,Buy,163880,589968,158663063,,-0.8573,,Health Technology
CLSK,"CleanSpark, Inc.",2.28,-0.86956522,-0.02,Sell,2229100,5082348,147760304,,-0.5072,87,Technology Services
TSHA,"Taysha Gene Therapies, Inc.",2.35,7.79816514,0.17,Buy,311112,731113.2,146739352,,-4.1212,,Health Technology
RIGL,"Rigel Pharmaceuticals, Inc.",0.8335,21.83891244,0.1494,Buy,60093620,50088032.27,144059102,,-0.4806,165,Health Technology
ASTR,"Astra Space, Inc.",0.5357,2.50669728,0.0131,Sell,1529533,819370.8281,143281620,,-1.6682,,Electronic Technology
FFIE,Faraday Future Intelligent Electric Inc.,0.3114,0.28985507,0.0009,Sell,18548858,5776114.3812,140209980,,-1.7122,745,Consumer Durables
HYMC,Hycroft Mining Holding Corporation,0.668,-3.1182016,-0.0215,Sell,3319167,2217203.556,133446756.99999999,,-1.1784,102,Non-Energy Minerals
IDEX,"Ideanomics, Inc.",0.234,1.96078431,0.0045,Sell,5749894,1345475.196,131883078.00000001,,-0.594,559,Technology Services
SLQT,"SelectQuote, Inc.",0.7299,2.68711311,0.0191,Buy,828158,604472.5242,121500797,,-1.7693,4367,Finance
SNTI,"Senti Biosciences, Inc.",2.25,-2.17391304,-0.05,Sell,50938,114610.5,111615927,,-1.4007,4,Health Technology
PHUN,"Phunware, Inc.",1.08,-2.7027027,-0.03,Sell,1318116,1423565.28,110837962.00000001,,-0.7386,120,Technology Services
AVYA,Avaya Holdings Corp.,1.25,4.16666667,0.05,Sell,3615767,4519708.75,107295704,,-17.0139,8063,Technology Services
MULN,"Mullen Automotive, Inc.",0.2045,-5.84714549,-0.0127,Sell,176723951,36140047.9795,104150720.00000001,,-4.9636,44,Technology Services
SPRO,"Spero Therapeutics, Inc.",1.92,0.52356021,0.01,Neutral,415120,797030.4,99410022.00000001,,-3.1068,146,Health Technology
ATER,"Aterian, Inc.",1.2,9.09090909,0.1,Buy,1969182,2363018.4,97044749,,-2.9449,159,Retail Trade
SPPI,"Spectrum Pharmaceuticals, Inc.",0.47,-0.50804403,-0.0024,Buy,976287,458854.89,95506594,,-0.6296,164,Health Technology
SHIP,Seanergy Maritime Holdings Corp,0.5171,1.67125442,0.0085,Buy,1240689,641560.2819,94069004,2.66981627,0.216,49,Transportation
VLTA,"Volta, Inc.",0.5171,-2.21255673,-0.0117,Sell,4107351,2123911.2021,89689388,,-1.5104,353,Retail Trade
EOSE,"Eos Energy Enterprises, Inc.",1.15,10.57692308,0.11,Sell,20705703,23811558.45,85215804.00000001,,-3.5507,251,Producer Manufacturing
CEI,"Camber Energy, Inc.",0.1091,-0.63752277,-0.0007,Sell,26641839,2906624.6349,78458814,,-0.2585,9,Energy Minerals
PRTY,Party City Holdco Inc.,0.6741,1.85856754,0.0123,Sell,7168475,4832268.9975,76386510,,-2.2683,16500,Retail Trade
IMPP,Imperial Petroleum Inc.,0.3552,2.12765957,0.0074,Sell,2020925,717832.56,67578228.99999999,,-0.2459,,Transportation
BRDS,"Bird Global, Inc.",0.236,3.96475771,0.009,Sell,2025019,477904.484,67292872,,-1.3893,572,Transportation
ATXG,Addentax Group Corp.,1.7773,5.16568047,0.0873,Neutral,137227,243893.5471,55261595.99999999,307.27272727,0.0055,126,Producer Manufacturing
LITM,Snow Lake Resources Ltd.,2.99,-0.99337748,-0.03,Neutral,119370,356916.3,53594999.99999999,,,,Process Industries
IMUX,"Immunic, Inc.",1.36,0.74074074,0.01,Sell,442113,601273.68,53395705,,-2.9626,55,Health Technology
CORZ,"Core Scientific, Inc.",0.14,-3.58126722,-0.0052,Sell,5164019,722962.66,52433922,,-5.5434,205,Technology Services
CLVS,"Clovis Oncology, Inc.",0.3438,-4.5,-0.0162,Sell,2682279,922167.5202,49835619.99999999,,-1.8191,413,Health Technology
NILE,"BitNile Holdings, Inc.",0.1393,0,0,Sell,3396389,473116.9877,49696836,,-0.7335,323,Producer Manufacturing
COSM,Cosmos Holdings Inc.,0.535,34.48969331,0.1372,Buy,215348042,115211202.47000001,44831657,,-1.8572,95,Distribution Services
BTB,Bit Brother Limited,0.358,19.65240642,0.0588,Buy,4057421,1452556.718,42270420,,,64,Technology Services
APRN,"Blue Apron Holdings, Inc.",1.02,-2.85714286,-0.03,Sell,3112827,3175083.54,40370173,,-3.5358,1988,Retail Trade
BEAT,"Heartbeam, Inc.",4.66,9.38967136,0.4,Strong Buy,279793,1303835.38,37301531,,-1.4045,5,Health Technology
AVCT,"American Virtual Cloud Technologies, Inc.",1.12,4.6728972,0.05,Neutral,1389441,1556173.92,36366406,,,356,Technology Services
ILAG,Intelligent Living Application Group Inc.,1.77,4.11764706,0.07,Sell,103117,182517.09,31966200,,-0.013,374,Consumer Durables
STRY,"Starry Group Holdings, Inc.",0.1765,-1.94444444,-0.0035,Sell,1509987,266512.7055,29495249.00000001,,-1.8044,,Communications
TBLT,"ToughBuilt Industries, Inc.",2.36,3.05676856,0.07,Sell,445465,1051297.4,29090613.00000001,,-40.7933,185,Consumer Non-Durables
SIEN,"Sientra, Inc.",0.2854,-1.5862069,-0.0046,Sell,770144,219799.0976,28824231,,-1.0986,319,Health Technology
VTGN,"VistaGen Therapeutics, Inc.",0.1355,-0.36764706,-0.0005,Neutral,2984662,404421.701,28026325,,-0.3142,36,Health Technology
PEGY,Pineapple Energy Inc.,2.6,-3.34572491,-0.09,Sell,253708,659640.8,24480521,,-1.3592,39,Electronic Technology
XELA,"Exela Technologies, Inc.",0.1782,0.6779661,0.0012,Sell,16098087,2868679.1034,21776240,,-14.8695,17000,Technology Services
HLBZ,"Helbiz, Inc.",0.233,7.87037037,0.017,Sell,31205967,7270990.311,21736077,,-2.3654,355,Transportation
GOVX,"GeoVax Labs, Inc.",0.82,2.75689223,0.022,Sell,245155,201027.1,21594662,,-2.8404,11,Health Technology
APDN,"Applied DNA Sciences, Inc.",1.56,-4.87804878,-0.08,Sell,151120,235747.2,20096730,,-1.5896,101,Health Technology
NXTP,"NextPlay Technologies, Inc.",0.1584,-1.36986301,-0.0022,Sell,98725,15638.04,18761843,,-0.4102,250,Commercial Services
JAGX,"Jaguar Health, Inc.",0.123,-5.38461538,-0.007,Strong Sell,5837427,718003.521,17864114,,-0.9211,52,Health Technology
HGEN,"Humanigen, Inc.",0.1481,4.07589599,0.0058,Sell,1062983,157427.7823,17635768,,-1.5159,11,Health Technology
PBTS,"Powerbridge Technologies Co., Ltd.",0.14,0,0,Sell,3585575,501980.5,16465288,,-0.1249,198,Technology Services
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",0.1311,-13.35095836,-0.0202,Sell,13320199,1746278.0889,16424324,,-0.3332,41,Health Technology
VRAX,Virax Biolabs Group Limited,1.39,-13.66459627,-0.22,Sell,374651,520764.89,15810000,,-0.1502,5,Technology Services
RDHL,Redhill Biopharma Ltd.,0.2657,-27.20547945,-0.0993,Strong Sell,8623876,2291363.8532,15495569,,-1.5759,211,Health Technology
SOBR,"SOBR Safe, Inc.",1.04,-0.95238095,-0.01,Sell,933797,971148.88,15153965,,-2.1058,9,Electronic Technology
ACOR,"Acorda Therapeutics, Inc.",0.6113,-2.53507653,-0.0159,Sell,139673,85382.1049,14877706,,-6.9367,130,Health Technology
TCDA,"Tricida, Inc.",0.2462,-0.76582023,-0.0019,Sell,5105898,1257072.0876,14286556,,-2.3746,57,Health Technology
TOPS,TOP Ships Inc.,4.44,22.31404959,0.81,Buy,31240234,138706638.96,12592688,,-6.0357,146,Transportation
COMS,ComSovereign Holding Corp.,0.113,3.19634703,0.0035,Buy,144778935,16360019.655,10897952,,,144,Electronic Technology
NRBO,"NeuroBo Pharmaceuticals, Inc.",1.57,9.79020979,0.14,Sell,1597771,2508500.47,10210539,,-15.6058,11,Health Technology
BRQS,"Borqs Technologies, Inc.",0.46,-4.40565254,-0.0212,Sell,3994111,1837291.06,8579188,,-2.858,307,Technology Services
OTIC,"Otonomy, Inc.",0.144,-11.65644172,-0.019,Neutral,23287031,3353332.464,8230102,,-0.7691,51,Health Technology
GMBL,Esports Entertainment Group Inc.,0.114,-2.9787234,-0.0035,Sell,1701842,194009.988,8085216,,-3.8339,,Consumer Services
WISA,"WiSA Technologies, Inc.",0.1109,-12.74586939,-0.0162,Sell,30620669,3395832.1921,7487896,,-1.0392,46,Electronic Technology
ADTX,"Aditxt, Inc.",1.78,0.56497175,0.01,Sell,99895,177813.1,7406809,,-66.8633,58,Health Technology
ATXI,"Avenue Therapeutics, Inc.",1.48,4.22535211,0.06,Sell,273478,404747.44,7064508,,-3.656,4,Health Technology
STAB,"Statera Biopharma, Inc.",0.119,-3.33062551,-0.0041,Sell,1079706,128485.014,6504765,,-2.5164,16,Health Technology
SINT,"SiNtx Technologies, Inc.",0.1195,-0.25041736,-0.0003,Sell,4563775,545371.1125,6206005,,-0.3917,36,Health Technology
TENX,"Tenax Therapeutics, Inc.",0.1378,-1.57142857,-0.0022,Neutral,1750383,241202.7774,6159138,,-0.4596,9,Health Technology
MOTS,"Motus GI Holdings, Inc.",1.3,-3.7037037,-0.05,Sell,89821,116767.3,6052275,,-7.4059,30,Health Technology
SONN,"Sonnet BioTherapeutics Holdings, Inc.",1.07,1.9047619,0.02,Sell,223496,239140.72,4630647,,-6.7803,9,Health Technology
NUWE,"Nuwellis, Inc.",0.1437,-5.46052632,-0.0083,Sell,7655620,1100112.594,4531098,,-1.6116,70,Health Technology
AREB,"American Rebel Holdings, Inc.",0.24,-2.39934933,-0.0059,Strong Sell,602197,144527.28,3972728,,-2.2801,,Commercial Services
CRKN,Crown Electrokinetics Corp.,0.1925,-8.24594852,-0.0173,Strong Sell,372938,71790.565,3896875,,,,Commercial Services
SPRC,SciSparc Ltd.,1.14,9.61538462,0.1,Buy,286019,326061.66,3638584,,,4,Health Technology
KAL,Kalera Public Limited Company,0.1391,-1.34751773,-0.0019,Sell,21707056,3019451.4896,3321406,,-4.0064,2,Process Industries
FRGT,"Freight Technologies, Inc.",0.3225,3.76447876,0.0117,Sell,412981,133186.3725,3280462,,,82,Technology Services
SYTA,"Siyata Mobile, Inc.",0.1644,-2.43323442,-0.0041,Sell,1840810,302629.164,2939594,,-1.6149,27,Electronic Technology
